timeSec[s]	codePseudorange1[m]	codePseudorange2[m]	codePseudorange3[m]	codePseudorange4[m]	codePseudorange5[m]	pseudorangeRate1[m/s]	pseudorangeRate2[m/s]	pseudorangeRate3[m/s]	pseudorangeRate4[m/s]	pseudorangeRate5[m/s]
36808.785000000003	584.823887411264	643.513652618155	513.517943565634	286.774944090784	602.030737710906	-0.718345375904	1.107780373907	-2.165853370666	-0.728896420211	0.198616025994
36809.785000000003	583.753838394000	644.139578450112	511.401446506516	285.787321901997	602.037230552911	-1.022854972401	0.379271853385	-1.549228053829	-1.016296891974	0.708931844279
36810.785000000003	582.726788757896	644.443457399875	510.140146510791	284.838203273689	603.021922681463	-1.480930305746	0.375498674323	-1.861802052008	-1.522656726472	1.201027965924
36811.785000000003	580.545318907962	644.779725465841	508.027600196414	282.621393873780	604.764324455812	-2.466182045982	0.279394496044	-2.768979122976	-2.481883859961	2.053337791924
36812.785000000003	577.955908489138	645.089475328649	504.972047345897	279.770607292037	606.760926335169	-2.789737609007	0.256454343709	-2.778072856984	-2.844937861991	2.495315772996
36813.785000000003	575.075034204915	645.617815148691	501.463323278431	276.646228394712	609.528541172043	-2.783835719334	0.769629837580	-3.782700303196	-2.957627085356	2.375834895288
36814.785000000003	571.748120692754	646.276595112085	497.671519136408	273.250772853680	612.190751204187	-3.601836947303	0.855974998902	-4.057201502460	-3.611316138146	3.087543162591
36815.785000000003	567.735387161122	646.692125159686	493.720164055954	269.229259875054	615.806186355262	-4.213895678479	0.194041825683	-3.874484316864	-4.095823286958	3.845597349350
36816.785000000003	563.418519830513	646.823000267063	489.515962451605	264.912964485461	619.831242638531	-4.209042245524	0.345437179855	-4.095758619111	-4.257810752689	3.881473809159
36817.785000000003	559.026895696823	647.106633120734	485.096383230634	260.537132607902	623.944326112059	-4.686194958166	0.184435156650	-4.224954310598	-4.681879540140	4.091789574054
36818.785000000003	554.483095477485	647.337708827735	481.074237262014	256.043582555375	628.127560065557	-4.805173136670	0.001512210289	-4.309500481745	-4.815045601934	4.325244750790
36819.785000000003	550.108326075997	647.434357381727	477.494555592015	251.602404148297	632.443622357755	-4.534807006849	-0.031166438745	-3.707647666112	-4.410376547434	4.160885710677
36820.785000000003	545.563587556142	647.577080455216	473.705991180016	247.155346508188	636.856317815858	-4.503282235783	0.514587320401	-4.081585657291	-4.326370718410	4.272606504590
36821.785000000003	540.827517672787	647.674997459546	469.361739394440	242.912890303168	641.181169215723	-4.458874576002	0.597453962713	-4.071280603006	-4.345130632777	4.276788392806
36822.785000000003	536.307048139565	648.636955458629	465.152187304829	238.782009784159	645.421937251048	-4.421871251075	0.828164128203	-4.423990414057	-4.222549888855	4.166188332573
36823.785000000003	531.945771818800	649.491568875058	460.611390689186	234.858779791633	649.786475827683	-4.496182574123	1.179793097492	-4.780193526864	-4.271066186621	4.470181388483
36824.785000000003	527.819830885248	651.037634412774	455.539855753741	230.960734272799	654.310531922482	-4.043038269025	2.014488462959	-5.193273154751	-3.511275406568	4.169899943380
36825.785000000003	523.191202362424	652.966835237447	450.020372302284	227.131733559049	658.706326687492	-4.383837024802	2.062092052868	-5.499522973273	-3.671799102035	4.703976855701
